Gene stable ID	Human gene stable ID	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Gene name
ENSMUSG00000021815	ENSG00000166343	MSS51	ortholog_one2one	1	78.6996	76.3043	Mss51
ENSMUSG00000096210	ENSG00000189060	H1F0	ortholog_one2one	1	94.8454	94.8454	H1f0
ENSMUSG00000095346							Gm21905
ENSMUSG00000025922							Gm5045
ENSMUSG00000042700	ENSG00000197555	SIPA1L1	ortholog_one2one	1	95.8474	94.6785	Sipa1l1
ENSMUSG00000022455	ENSG00000183066	WBP2NL	ortholog_one2one	0	46.5181	54.0453	Wbp2nl
ENSMUSG00000095905							Gm19961
ENSMUSG00000093242							Gm24574
ENSMUSG00000040247	ENSG00000175463	TBC1D10C	ortholog_one2one	1	88.5135	88.1166	Tbc1d10c
ENSMUSG00000064586							Gm25132
ENSMUSG00000041781	ENSG00000165934	CPSF2	ortholog_one2one	1	97.954	97.954	Cpsf2
ENSMUSG00000105918							AC136146.1
ENSMUSG00000024078	ENSG00000018699	TTC27	ortholog_one2one	1	84.1795	84.5789	Ttc27
ENSMUSG00000052469							Tcp10c
ENSMUSG00000052584	ENSG00000151778	SERP2	ortholog_one2one	1	100	100	Serp2
ENSMUSG00000094906	ENSG00000223265	RNU6-592P	ortholog_one2many	0	81.3084	84.466	Gm23573
ENSMUSG00000094906	ENSG00000200554	RNU6-1020P	ortholog_one2many	0	83.1776	83.1776	Gm23573
ENSMUSG00000064536	ENSG00000200733	SNORD38	ortholog_many2many	0	70.7692	67.6471	Gm23615
ENSMUSG00000064536	ENSG00000207199	SNORD38	ortholog_many2many	0	76.9231	72.4638	Gm23615
ENSMUSG00000064536	ENSG00000207109	SNORD38	ortholog_many2many	0	76.9231	72.4638	Gm23615
ENSMUSG00000064536	ENSG00000281859	SNORD38B	ortholog_many2many	0	81.5385	76.8116	Gm23615
ENSMUSG00000064536	ENSG00000252408	SNORD38	ortholog_many2many	0	66.1538	58.9041	Gm23615
ENSMUSG00000065592							Mir145a
ENSMUSG00000096512							Mir467a-8
ENSMUSG00000065800	ENSG00000222862	RNU6-1086P	ortholog_one2one	0	73.2673	74	Gm23042
ENSMUSG00000065287	ENSG00000271798	SNORA51	ortholog_one2one	0	90.2256	90.9091	Gm24451
ENSMUSG00000077705							n-R5s202
ENSMUSG00000035692	ENSG00000187608	ISG15	ortholog_one2one	1	63.354	61.8182	Isg15
ENSMUSG00000088049							Gm23332
ENSMUSG00000094199	ENSG00000207200	RNU6-45P	ortholog_one2one	0	96.2617	96.2617	Gm25450
ENSMUSG00000088442	ENSG00000252484	RN7SKP49	ortholog_one2many	0	26.4407	30	Gm23553
ENSMUSG00000088442	ENSG00000252322	RN7SKP244	ortholog_one2many	0	44.7458	42.9967	Gm23553
ENSMUSG00000078984							Gm11027
ENSMUSG00000089486							Gm24737
ENSMUSG00000051606							2010001K21Rik
ENSMUSG00000094432							Gm23616
ENSMUSG00000092795							Gm22690
ENSMUSG00000088389	ENSG00000223308	RN7SKP101	ortholog_one2many	0	51.5789	45.9375	Gm24685
ENSMUSG00000064464							Gm25078
ENSMUSG00000001542	ENSG00000118985	ELL2	ortholog_one2one	1	90.4538	90.3125	Ell2
ENSMUSG00000077378							Gm25169
ENSMUSG00000088530							Gm23280
ENSMUSG00000024891	ENSG00000174669	SLC29A2	ortholog_one2one	1	88.8158	88.8158	Slc29a2
ENSMUSG00000091896	ENSG00000131508	UBE2D2	ortholog_one2many	1	100	100	Ube2d2a
ENSMUSG00000065384	ENSG00000252068	RNU6-390P	ortholog_one2many	0	67.6471	66.9903	Gm23093
ENSMUSG00000095980							Gm23050
ENSMUSG00000092887	ENSG00000265145	SNORD53	ortholog_one2one	0	88.4615	88.4615	Snord53
ENSMUSG00000087857							Gm22791
ENSMUSG00000089522							Gm22326
ENSMUSG00000069276							Gm10264
ENSMUSG00000098341							Mir6944
ENSMUSG00000095382							Gm24466
ENSMUSG00000092774	ENSG00000222971	RNA5SP222	ortholog_one2many	0	60.8696	66.6667	Gm26197
ENSMUSG00000092774	ENSG00000199508	RNA5SP110	ortholog_one2many	0	57.3913	57.3913	Gm26197
ENSMUSG00000092774	ENSG00000252623	RNA5SP481	ortholog_one2many	0	59.1304	55.7377	Gm26197
ENSMUSG00000092774	ENSG00000251764	RNA5SP446	ortholog_one2many	0	44.3478	62.1951	Gm26197
ENSMUSG00000060143	ENSG00000229117	RPL41	ortholog_one2one	0	100	100	Gm10076
ENSMUSG00000087744							Gm25149
ENSMUSG00000098268							Gm27514
ENSMUSG00000021113	ENSG00000023608	SNAPC1	ortholog_one2one	1	73.5219	77.7174	Snapc1
ENSMUSG00000095787							AC133103.6
ENSMUSG00000098351							Gm27507
ENSMUSG00000098849							Gm27892
ENSMUSG00000042628	ENSG00000165861	ZFYVE1	ortholog_one2one	1	96.3964	96.3964	Zfyve1
ENSMUSG00000053615							Gm9913
ENSMUSG00000076337							Gm24714
ENSMUSG00000088069							Gm23250
ENSMUSG00000090863							A530084C06Rik
ENSMUSG00000003882	ENSG00000168685	IL7R	ortholog_one2one	1	64.488	64.488	Il7r
ENSMUSG00000094604							Gm25874
ENSMUSG00000075903	ENSG00000201499	RNU6-312P	ortholog_one2one	0	83.1776	83.1776	Gm23941
ENSMUSG00000064840	ENSG00000200575	RNU6-414P	ortholog_one2one	0	85.0467	87.5	Gm26204
ENSMUSG00000094515							Gm24567
ENSMUSG00000105433							Gm44486
ENSMUSG00000084620	ENSG00000251982	RN7SKP43	ortholog_one2one	0	40.8805	40.625	Gm25103
ENSMUSG00000024875	ENSG00000174851	YIF1A	ortholog_one2one	1	92.4915	92.4915	Yif1a
ENSMUSG00000063590	ENSG00000149742	SLC22A9	ortholog_many2many	0	53.442	53.3454	Slc22a28
ENSMUSG00000063590	ENSG00000196600	SLC22A25	ortholog_many2many	0	55.4348	55.9415	Slc22a28
ENSMUSG00000099165							Mir6940
ENSMUSG00000089601	ENSG00000252959	RNA5SP170	ortholog_one2one	0	55.5556	64.3564	Gm22094
ENSMUSG00000064769	ENSG00000194297	RNU1-75P	ortholog_one2many	0	52.9412	62.7907	Gm23518
ENSMUSG00000099237							Mir7216
ENSMUSG00000087862							Gm23048
ENSMUSG00000096352							Gm25708
ENSMUSG00000098667	ENSG00000275968	DAOA-AS1_1	ortholog_one2one	0	66.8342	66.1692	Gm27585
ENSMUSG00000065096							Gm23680
ENSMUSG00000094372							Gm21839
ENSMUSG00000024487	ENSG00000145817	YIPF5	ortholog_one2one	1	92.607	92.607	Yipf5
ENSMUSG00000088363							Gm23497
ENSMUSG00000088420							Gm22551
ENSMUSG00000094173							Mir344h-1
ENSMUSG00000092770							Mirlet7a-2
ENSMUSG00000088157							Gm26351
ENSMUSG00000096738							Gm24317
ENSMUSG00000024661	ENSG00000167996	FTH1	ortholog_one2one	1	92.3077	91.8033	Fth1
ENSMUSG00000077042							Mir574
ENSMUSG00000079007	ENSG00000213231	TCL1B	ortholog_one2many	0	33.3333	31.25	Tcl1b4
ENSMUSG00000064793	ENSG00000206892	RNU6-42P	ortholog_one2one	0	82.0755	81.3084	Gm24356
ENSMUSG00000088515							Gm23043
ENSMUSG00000088504							Gm26490
ENSMUSG00000089549	ENSG00000201170	RNU1-132P	ortholog_one2one	0	65.0307	64.6341	Gm25831
ENSMUSG00000075934	ENSG00000283666	U6	ortholog_one2many	0	73.5849	75.7282	Gm24423
ENSMUSG00000098855							Mir6923
ENSMUSG00000089401							Gm24880
ENSMUSG00000084593							Gm22345
ENSMUSG00000084738	ENSG00000221241	SNORD88A	ortholog_one2many	0	80.7692	46.1538	Gm25809
ENSMUSG00000092998							Mir5099
ENSMUSG00000033618	ENSG00000073803	MAP3K13	ortholog_one2one	1	89.6768	89.0269	Map3k13
ENSMUSG00000084717							Gm24630
ENSMUSG00000088187							Gm22219
ENSMUSG00000087884							Gm23601
ENSMUSG00000098767	ENSG00000275359	ST7-AS1_1	ortholog_one2one	0	59.0909	67.2414	Gm27755
ENSMUSG00000021488	ENSG00000165671	NSD1	ortholog_one2one	1	84.0208	83.865	Nsd1
ENSMUSG00000047014	ENSG00000133962	CATSPERB	ortholog_one2one	0	56.4473	56.0932	Catsperb
ENSMUSG00000065162							Gm23645
ENSMUSG00000021278	ENSG00000166126	AMN	ortholog_one2one	1	64.6288	65.3422	Amn
ENSMUSG00000088605	ENSG00000252287	RNA5SP24	ortholog_one2one	0	54.6296	62.1053	Gm24188
ENSMUSG00000065797	ENSG00000200942	RNU6-501P	ortholog_one2one	0	82.243	88	Gm25512
ENSMUSG00000065452							Mir207
ENSMUSG00000064619							Gm23975
ENSMUSG00000096402							Gm23816
ENSMUSG00000064532	ENSG00000206802	RNU6-926P	ortholog_many2many	0	79.4393	79.4393	Gm23614
ENSMUSG00000064532	ENSG00000207483	RNU6-1067P	ortholog_many2many	0	87.8505	87.8505	Gm23614
ENSMUSG00000064532	ENSG00000253005	RNU6-176P	ortholog_many2many	0	84.1122	85.7143	Gm23614
ENSMUSG00000064556	ENSG00000251974	SNORA19	ortholog_one2one	0	54.6154	54.6154	Gm24625
ENSMUSG00000089459	ENSG00000199350	RNA5SP432	ortholog_one2one	0	65.5914	52.5862	Gm24222
ENSMUSG00000099235	ENSG00000275942	MIAT_exon5_2	ortholog_one2one	0	94.5946	82.3529	Gm27882
ENSMUSG00000088183	ENSG00000201292	RNU6-153P	ortholog_many2many	0	72.9167	67.3077	Gm22215
ENSMUSG00000088183	ENSG00000200882	RNU6-681P	ortholog_many2many	0	69.7917	64.4231	Gm22215
ENSMUSG00000098345							Gm27847
ENSMUSG00000089207							Gm26213
ENSMUSG00000089125	ENSG00000223047	RNU6-847P	ortholog_one2one	0	60	58.3333	Gm26403
ENSMUSG00000099141							Mir6352
ENSMUSG00000098376							Mir6907
ENSMUSG00000045136	ENSG00000137285	TUBB2B	ortholog_one2one	1	100	100	Tubb2b
ENSMUSG00000098285							Mir7670
ENSMUSG00000098526	ENSG00000275231	RMST_4	ortholog_one2one	0	78.7037	79.4393	Gm27366
ENSMUSG00000064624							Gm22305
ENSMUSG00000069890							1700024J04Rik
ENSMUSG00000065013							Gm23508
ENSMUSG00000089021	ENSG00000202000	RNU1-36P	ortholog_one2many	0	63.4146	63.0303	Gm25012
ENSMUSG00000042213	ENSG00000172671	ZFAND4	ortholog_one2one	1	71.4984	60.3851	Zfand4
ENSMUSG00000065381	ENSG00000201641	RNU6-1187P	ortholog_one2one	0	81.3084	79.0909	Gm23096
ENSMUSG00000021367	ENSG00000078401	EDN1	ortholog_one2one	1	72.2772	68.8679	Edn1
ENSMUSG00000065248	ENSG00000207503	SNORA32	ortholog_one2many	0	69.7248	62.8099	Gm22293
ENSMUSG00000099073	ENSG00000274500	MESTIT1_3	ortholog_one2one	0	85.8586	85.8586	Gm27568
ENSMUSG00000076399							Mir450-2
ENSMUSG00000080437							Gm24274
ENSMUSG00000098929							Mir6400
ENSMUSG00000024896	ENSG00000107789	MINPP1	ortholog_one2one	1	82.9522	81.9302	Minpp1
ENSMUSG00000094710							Gm22823
ENSMUSG00000089187							Gm22949
ENSMUSG00000088623							Gm23031
ENSMUSG00000093828	ENSG00000213927	CCL27	ortholog_one2many	0	44.9612	51.7857	Ccl27a
ENSMUSG00000087777	ENSG00000252930	RNU6-1015P	ortholog_one2one	0	53.8462	56.5657	Gm22321
ENSMUSG00000088472							Gm23079
ENSMUSG00000024740	ENSG00000167986	DDB1	ortholog_one2one	1	99.6491	99.6491	Ddb1
ENSMUSG00000088988	ENSG00000252336	RNA5SP148	ortholog_one2one	0	64.2105	64.8936	Gm25606
ENSMUSG00000021518	ENSG00000156471	PTDSS1	ortholog_one2one	1	97.2516	97.2516	Ptdss1
ENSMUSG00000088242	ENSG00000274625	SCARNA17	ortholog_many2many	0	61.4815	58.042	Gm25913
ENSMUSG00000088242	ENSG00000251992	SCARNA17	ortholog_many2many	0	69.6296	65.2778	Gm25913
ENSMUSG00000088242	ENSG00000252190	SCARNA17	ortholog_many2many	0	51.8519	56	Gm25913
ENSMUSG00000088242	ENSG00000252143	SCARNA17	ortholog_many2many	0	62.2222	58.7413	Gm25913
ENSMUSG00000088242	ENSG00000252020	SCARNA17	ortholog_many2many	0	62.2222	58.7413	Gm25913
ENSMUSG00000084642							Gm24384
ENSMUSG00000055254	ENSG00000148053	NTRK2	ortholog_one2one	1	94.0317	92.1241	Ntrk2
ENSMUSG00000084739							Gm22067
ENSMUSG00000098253							Mir7219
ENSMUSG00000089580							Gm23340
ENSMUSG00000077261	ENSG00000273885	snoU2-30	ortholog_many2many	0	75.7576	71.4286	Gm24431
ENSMUSG00000077261	ENSG00000201882	snoU2-30	ortholog_many2many	0	74.2424	70	Gm24431
ENSMUSG00000033306	ENSG00000145012	LPP	ortholog_one2one	1	89.3964	89.5425	Lpp
ENSMUSG00000098696	ENSG00000278333	uc_338	ortholog_one2one	0	83.9286	82.9412	Gm27617
ENSMUSG00000088384							Gm24690
ENSMUSG00000064394							Gm23622
ENSMUSG00000021806	ENSG00000087303	NID2	ortholog_one2one	1	79.2587	80.8727	Nid2
ENSMUSG00000099248	ENSG00000278020	HOXA11-AS1_6	ortholog_one2one	0	89.2655	88.2682	Gm27543
ENSMUSG00000065768							Gm23845
ENSMUSG00000095555							Gm28010
ENSMUSG00000080358							Gm26249
ENSMUSG00000077514							Gm25877
ENSMUSG00000065260	ENSG00000200048	RNU6-812P	ortholog_one2many	0	87.7358	86.9159	Gm23453
ENSMUSG00000065260	ENSG00000206827	RNU6-1032P	ortholog_one2many	0	83.9623	83.1776	Gm23453
ENSMUSG00000077586							Gm24377
ENSMUSG00000096561							Gm24097
ENSMUSG00000099181							Mir6905
ENSMUSG00000092922							Mir5101
ENSMUSG00000092923							Gm24561
ENSMUSG00000077521							Gm25378
ENSMUSG00000017756	ENSG00000113504	SLC12A7	ortholog_one2one	1	91.0434	91.0434	Slc12a7
ENSMUSG00000065449							Mir365-1
ENSMUSG00000087966							Gm25390
ENSMUSG00000096195	ENSG00000252061	RNU6-415P	ortholog_one2many	0	71.028	78.3505	Gm26138
ENSMUSG00000064738							Gm23054
ENSMUSG00000088044	ENSG00000206819	RNU6-260P	ortholog_one2one	0	64.7619	63.5514	Gm23326
ENSMUSG00000095072	ENSG00000200738	RNA5SP472	ortholog_one2many	0	70.297	59.6639	Gm24509
ENSMUSG00000024386	ENSG00000115718	PROC	ortholog_one2one	1	69.1304	68.9805	Proc
ENSMUSG00000084630	ENSG00000272253	RNA5SP386	ortholog_one2one	0	48.3333	54.2056	n-R5s159
ENSMUSG00000095930	ENSG00000177453	NIM1K	ortholog_one2one	1	91.7431	91.7431	Nim1k
ENSMUSG00000050697	ENSG00000132356	PRKAA1	ortholog_one2one	1	98.7478	96.1672	Prkaa1
ENSMUSG00000035493	ENSG00000120708	TGFBI	ortholog_one2one	1	90.6296	90.6296	Tgfbi
ENSMUSG00000094354							Gm21882
ENSMUSG00000091821							Srsx
ENSMUSG00000024603	ENSG00000132912	DCTN4	ortholog_one2one	1	96.7391	95.2891	Dctn4
ENSMUSG00000093814							Gm9637
ENSMUSG00000088933							Gm22983
ENSMUSG00000071311	ENSG00000120436	GPR31	ortholog_one2one	1	61.1285	61.1285	Gpr31b
ENSMUSG00000094267							Gm25123
ENSMUSG00000094903							Gm23575
ENSMUSG00000096335							n-R5s108
ENSMUSG00000080538	ENSG00000221468	RNU6ATAC11P	ortholog_one2many	0	81.746	82.4	Gm25541
ENSMUSG00000080538	ENSG00000221676	RNU6ATAC	ortholog_one2many	0	96.0317	96.0317	Gm25541
ENSMUSG00000062901	ENSG00000114796	KLHL24	ortholog_one2one	1	99.3333	99.3333	Klhl24
ENSMUSG00000089607	ENSG00000212379	RNU6-269P	ortholog_many2many	0	62.6263	63.9175	Gm22500
ENSMUSG00000089607	ENSG00000251977	RNU6-991P	ortholog_many2many	0	68.6869	63.5514	Gm22500
ENSMUSG00000089607	ENSG00000252271	RNU6-1110P	ortholog_many2many	0	65.6566	64.3564	Gm22500
ENSMUSG00000022629	ENSG00000139116	KIF21A	ortholog_one2one	1	93.8397	93.7276	Kif21a
ENSMUSG00000093117							Gm22699
ENSMUSG00000064984	ENSG00000208797	SNORD73A	ortholog_one2one	0	83.8235	87.6923	Snord73a
ENSMUSG00000094916							Gm26391
ENSMUSG00000093080							Mir3060
ENSMUSG00000087750	ENSG00000200407	RNU6-1169P	ortholog_one2many	0	64.8148	67.9612	Gm23468
ENSMUSG00000087750	ENSG00000252395	RNU6-1007P	ortholog_one2many	0	62.963	63.5514	Gm23468
ENSMUSG00000087750	ENSG00000206631	RNU6-657P	ortholog_one2many	0	62.963	63.5514	Gm23468
ENSMUSG00000087750	ENSG00000252659	RNU6-1088P	ortholog_one2many	0	59.2593	61.5385	Gm23468
ENSMUSG00000094128							Gm23943
ENSMUSG00000088497	ENSG00000201394	RNA5SP140	ortholog_one2one	0	75.5319	77.1739	Gm22651
ENSMUSG00000080347							Gm24587
ENSMUSG00000084519	ENSG00000207027	SNORA67	ortholog_many2many	0	48.0519	49.6644	Gm22478
ENSMUSG00000084519	ENSG00000207094	SNORA67	ortholog_many2many	0	51.2987	56.4286	Gm22478
ENSMUSG00000084519	ENSG00000212395	SNORA67	ortholog_many2many	0	37.013	57.5758	Gm22478
ENSMUSG00000084519	ENSG00000212338	SNORA67	ortholog_many2many	0	25.974	37.3832	Gm22478
ENSMUSG00000084519	ENSG00000201619	SNORA67	ortholog_many2many	0	46.7532	51.0638	Gm22478
ENSMUSG00000073572							Gm10542
ENSMUSG00000088102	ENSG00000251809	RN7SKP14	ortholog_one2one	0	45.6522	38.2979	Gm24113
ENSMUSG00000089562	ENSG00000223156	RNU2-18P	ortholog_one2many	0	35.9281	37.037	Gm24666
ENSMUSG00000089562	ENSG00000222094	RNU2-65P	ortholog_one2many	0	34.7305	31.3514	Gm24666
ENSMUSG00000087894							Gm25280
ENSMUSG00000072673							Gm10392
ENSMUSG00000065806							n-R5s69
ENSMUSG00000096214							Gm22634
ENSMUSG00000045008							9030612E09Rik
ENSMUSG00000104991							Gm44468
ENSMUSG00000042364	ENSG00000178996	SNX18	ortholog_one2one	1	86.1789	84.3949	Snx18
ENSMUSG00000042354	ENSG00000163938	GNL3	ortholog_one2one	1	72.119	70.674	Gnl3
ENSMUSG00000043050	ENSG00000178279	TNP2	ortholog_one2one	0	42.735	36.2319	Tnp2
ENSMUSG00000088718							Gm22732
ENSMUSG00000098851							Mir6353
ENSMUSG00000098734							Mir6335
ENSMUSG00000071361							Mcpt9
ENSMUSG00000087805							Gm27926
ENSMUSG00000091396							Spanxn4
ENSMUSG00000092832							Mir3088
ENSMUSG00000077718	ENSG00000212589	SNORA17	ortholog_many2many	0	75.3968	71.9697	Gm25723
ENSMUSG00000077718	ENSG00000212461	SNORA17	ortholog_many2many	0	68.254	66.6667	Gm25723
ENSMUSG00000077718	ENSG00000281808	SNORA17	ortholog_many2many	0	71.4286	68.1818	Gm25723
ENSMUSG00000096953							Gm26571
ENSMUSG00000088814	ENSG00000222922	RNA5SP501	ortholog_one2many	0	58.4158	52.6786	Gm22385
ENSMUSG00000088814	ENSG00000222552	RNA5SP60	ortholog_one2many	0	53.4653	62.069	Gm22385
ENSMUSG00000095266	ENSG00000167815	PRDX2	ortholog_one2many	0	72.2222	39.3939	Gm5225
ENSMUSG00000095674							Gm25100
ENSMUSG00000088774							Gm26036
ENSMUSG00000071867							Gm6304
ENSMUSG00000077379							Gm25170
ENSMUSG00000045104							Gm5514
ENSMUSG00000098821							Gm27397
ENSMUSG00000095955							Gm22360
ENSMUSG00000096808							AC132444.6
ENSMUSG00000062078	ENSG00000112531	QKI	ortholog_one2one	1	100	100	Qk
ENSMUSG00000088877							Gm25860
ENSMUSG00000059040	ENSG00000074800	ENO1	ortholog_one2many	0	94.2396	94.2396	Eno1b
ENSMUSG00000089062	ENSG00000222287	RNU6-1043P	ortholog_one2many	0	58.5859	58.5859	Gm22838
ENSMUSG00000097221							1810049J17Rik
ENSMUSG00000065489							Mir365-2
ENSMUSG00000064932	ENSG00000200786	RNA5SP234	ortholog_many2many	0	57.1429	57.1429	n-R5s36
ENSMUSG00000064932	ENSG00000222952	RNA5SP41	ortholog_many2many	0	49.5798	58.4158	n-R5s36
ENSMUSG00000021975	ENSG00000104299	INTS9	ortholog_one2one	1	93.0131	97.1125	Ints9
ENSMUSG00000066810							Gm10181
ENSMUSG00000076031							Gm22751
ENSMUSG00000087990	ENSG00000281394	SCARNA4	ortholog_many2many	0	83.5938	82.9457	Gm25058
ENSMUSG00000087990	ENSG00000281516	SCARNA4	ortholog_many2many	0	79.6875	82.9268	Gm25058
ENSMUSG00000084601							Gm23111
ENSMUSG00000084617	ENSG00000251994	RNU2-27P	ortholog_one2one	0	42.8571	57.0423	Gm22073
ENSMUSG00000039183	ENSG00000095906	NUBP2	ortholog_one2one	1	81.0909	82.2878	Nubp2
ENSMUSG00000098700							Gm27525
ENSMUSG00000065878	ENSG00000202503	SNORD34	ortholog_one2one	0	84.2857	83.0986	Snord34
ENSMUSG00000098563							Mir6402
ENSMUSG00000089598	ENSG00000222588	SNORA19	ortholog_one2one	0	79.8319	73.6434	Gm26158
ENSMUSG00000099316							Gm27796
ENSMUSG00000093164	ENSG00000277635	Metazoa_SRP	ortholog_one2many	0	45.6693	44.6154	Gm22993
ENSMUSG00000089179							Gm22428
ENSMUSG00000077962							Mir874
ENSMUSG00000065913							Gm24448
ENSMUSG00000093023	ENSG00000277635	Metazoa_SRP	ortholog_one2many	0	45.8824	45	Gm27826
ENSMUSG00000092889							Gm22121
ENSMUSG00000093315							Mir5114
ENSMUSG00000076128							Mir686
ENSMUSG00000072624							Gm5460
ENSMUSG00000087915							Gm24909
ENSMUSG00000089158							Gm23583
ENSMUSG00000106193							Mir7090
ENSMUSG00000095596							Gm24303
ENSMUSG00000098343							Mir6240
ENSMUSG00000039308	ENSG00000272916	RP11-574K11.31	ortholog_one2many	1	87.8822	95.2147	Ndst2
ENSMUSG00000039308	ENSG00000166507	NDST2	ortholog_one2many	1	96.7157	96.7157	Ndst2
ENSMUSG00000095323							Mir3470a
ENSMUSG00000098312							Gm27953
ENSMUSG00000070108							Mir500
ENSMUSG00000093830							Gm23145
ENSMUSG00000065321	ENSG00000212368	RNU6-1000P	ortholog_one2one	0	82.243	83.0189	Gm22057
ENSMUSG00000088132							Gm22586
ENSMUSG00000098728							Gm27336
ENSMUSG00000092913							Gm24085
ENSMUSG00000096482							Gm23977
ENSMUSG00000076122							Mir503
ENSMUSG00000080527							Gm23880
ENSMUSG00000093944							Gm22833
ENSMUSG00000080616	ENSG00000212434	U3	ortholog_one2one	0	41.6	26	Gm22152
ENSMUSG00000087802							Gm25979
ENSMUSG00000065115							Gm23298
ENSMUSG00000022103	ENSG00000168546	GFRA2	ortholog_one2one	1	93.75	93.75	Gfra2
ENSMUSG00000070182	ENSG00000251931	RNU6-871P	ortholog_one2one	0	51.4286	54	Gm24817
ENSMUSG00000092741							Mir3074-1
ENSMUSG00000024992	ENSG00000095464	PDE6C	ortholog_one2one	1	86.6434	86.9464	Pde6c
ENSMUSG00000092896							Gm23811
ENSMUSG00000088115	ENSG00000207269	RN7SKP62	ortholog_one2many	0	64.6617	52.2796	Gm24062
ENSMUSG00000088675							Rprl1
ENSMUSG00000065512							Mir138-2
ENSMUSG00000098654							Gm27676
ENSMUSG00000065078	ENSG00000201085	RNU6-173P	ortholog_one2one	0	80.3738	82.6923	Gm24536
ENSMUSG00000080678							Gm23334
ENSMUSG00000089371							Mir1938
ENSMUSG00000088392							Gm26307
ENSMUSG00000096876							Gm23936
ENSMUSG00000053729							Spinkl
ENSMUSG00000089281	ENSG00000251791	SCARNA6	ortholog_one2one	0	78.1132	78.1132	Scarna6
ENSMUSG00000077010							Gm22189
ENSMUSG00000087707							Gm22999
ENSMUSG00000065187							Gm25136
ENSMUSG00000064961	ENSG00000199959	SNORA2	ortholog_one2many	0	83.2117	83.2117	Gm22704
ENSMUSG00000094486							Gm23268
ENSMUSG00000093981							Gm24862
ENSMUSG00000077254	ENSG00000208892	SNORA49	ortholog_one2one	0	87.9699	86.0294	Gm26079
ENSMUSG00000098249	ENSG00000278406	PCGEM1	ortholog_one2one	0	81.8182	82.4427	Gm27330
ENSMUSG00000065539							Mir216a
ENSMUSG00000022340	ENSG00000147642	SYBU	ortholog_one2one	1	71.3745	85.3695	Sybu
ENSMUSG00000093025	ENSG00000251752	RNU4-29P	ortholog_one2many	0	71.4286	34.4828	Gm25300
ENSMUSG00000093793							Gm24091
ENSMUSG00000098430	ENSG00000277830	ZNFX1-AS1_1	ortholog_one2one	0	70.3704	67.1717	Gm27494
ENSMUSG00000084425	ENSG00000252501	RNU4-77P	ortholog_one2many	0	47.8528	50	Gm25104
ENSMUSG00000084425	ENSG00000222663	RNU4-55P	ortholog_one2many	0	42.9448	51.0949	Gm25104
ENSMUSG00000080542	ENSG00000264229	RNU4ATAC	ortholog_one2one	0	92.8	91.3386	Gm22710
ENSMUSG00000089128							Gm26406
ENSMUSG00000064513	ENSG00000252192	SNORA9	ortholog_one2many	0	66.9173	68.9922	Snora9
ENSMUSG00000064768	ENSG00000206630	SNORD60	ortholog_one2many	0	84.6154	79.5181	Snord60
ENSMUSG00000064768	ENSG00000199321	SNORD60	ortholog_one2many	0	73.0769	78.0822	Snord60
ENSMUSG00000064768	ENSG00000252692	SNORD60	ortholog_one2many	0	71.7949	65.1163	Snord60
ENSMUSG00000088236	ENSG00000252348	RNU6-1256P	ortholog_one2one	0	68.75	64.0777	Gm25425
ENSMUSG00000065715	ENSG00000207297	SNORD7	ortholog_one2one	0	86.5979	86.5979	Snord7
ENSMUSG00000093441							Mir5710
ENSMUSG00000065675							Gm24260
ENSMUSG00000087786							Gm23173
ENSMUSG00000037343	ENSG00000064313	TAF2	ortholog_one2one	1	95.6594	95.5797	Taf2
ENSMUSG00000077155							Gm24582
ENSMUSG00000098320	ENSG00000276706	VIS1	ortholog_one2one	0	91.0448	90.1478	Vis1
ENSMUSG00000096559							Gm23567
ENSMUSG00000069184	ENSG00000185947	ZNF267	ortholog_one2many	0	55.4023	32.4361	Zfp72
ENSMUSG00000069184	ENSG00000197302	ZNF720	ortholog_one2many	0	6.66667	23.0159	Zfp72
ENSMUSG00000092693							Gm22923
ENSMUSG00000064527							Gm26438
ENSMUSG00000095010							Gm23490
ENSMUSG00000089431							Gm23196
ENSMUSG00000062376	ENSG00000270316	BORCS7-ASMT	ortholog_one2many	1	96.1905	95.283	Borcs7
ENSMUSG00000062376	ENSG00000166275	BORCS7	ortholog_one2many	1	96.1905	95.283	Borcs7
ENSMUSG00000065732							Gm24492
ENSMUSG00000098736	ENSG00000274086	FMR1-AS1_2	ortholog_one2one	0	67.1875	67.7165	Gm27838
ENSMUSG00000065415							Mir217
ENSMUSG00000088286	ENSG00000251923	RNU6-276P	ortholog_one2many	0	58.6538	63.5417	Gm23590
ENSMUSG00000091028							Gm10722
ENSMUSG00000096848	ENSG00000206782	RNU6-224P	ortholog_one2one	0	87.8505	87.8505	Gm23379
ENSMUSG00000076120							Mir551b
ENSMUSG00000105318							Gm44480
ENSMUSG00000022560	ENSG00000132517	SLC52A1	ortholog_one2many	1	80.2222	80.5804	Slc52a2
ENSMUSG00000022560	ENSG00000185803	SLC52A2	ortholog_one2many	1	81.7778	82.6966	Slc52a2
ENSMUSG00000058997	ENSG00000102763	VWA8	ortholog_one2one	1	86.1942	86.1942	Vwa8
ENSMUSG00000096120							Gm21800
ENSMUSG00000093791							Gm24092
ENSMUSG00000029875	ENSG00000177875	CCDC184	ortholog_one2one	1	90.5759	89.1753	Ccdc184
